github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
apache/airflow	Airflow	https://github.com/apache/airflow	Apache-2.0	apache	Organization	Apache Airflow - A platform to programmatically author, schedule, and monitor workflows	Python	46539	https://airflow.apache.org/	2015-04-13T18:04:58Z	2026-08-19T23:44:56Z	False	airflow;apache;apache-airflow;automation;dag;data-engineering;data-integration;data-orchestrator;data-pipelines;data-science;elt;etl;machine-learning;mlops;orchestration;python;scheduler;workflow;workflow-engine;workflow-orchestration	
LeEnno/alfred-terminalfinder	Alfred-Terminalfinder	https://github.com/LeEnno/alfred-terminalfinder	MIT	LeEnno	User	Alfred workflow to open current Finder window in Terminal/iTerm and vice versa.	None	1138		2013-03-31T10:16:45Z	2023-08-22T08:13:59Z	False		
willfarrell/alfred-workflows	Alfred-Workflows	https://github.com/willfarrell/alfred-workflows	None	willfarrell	User	Alfred Workflows for Developers	JavaScript	1951		2013-04-23T15:24:56Z	2021-08-23T20:25:08Z	False	alfred;alfred-workflow	
aws-samples/amazon-mwaa-examples	Amazon-Mwaa-Examples	https://github.com/aws-samples/amazon-mwaa-examples	MIT-0	aws-samples	Organization	Amazon Managed Workflows for Apache Airflow (MWAA) Examples repository contains example DAGs, requirements.txt, plugins, and CloudFormation templates focused on Amazon MWAA.	Python	119		2021-03-01T22:29:28Z	2026-05-28T15:39:34Z	False		
aws/aws-mwaa-local-runner	Aws-Mwaa-Local-Runner	https://github.com/aws/aws-mwaa-local-runner	MIT-0	aws	Organization	This repository provides a command line interface (CLI) utility that replicates an Amazon Managed Workflows for Apache Airflow (MWAA) environment locally.	Shell	809		2021-04-27T04:55:27Z	2025-10-03T07:26:23Z	False		
stevekm/Bioinformatics	Bioinformatics	https://github.com/stevekm/Bioinformatics	None	stevekm	User	Bioinformatics analysis scripts, workflows, general code examples	Shell	57		2015-04-27T21:43:11Z	2021-02-19T15:13:43Z	False	bioinformatics;biology;genomics;python;r	
harbur/captain	Captain	https://github.com/harbur/captain	MIT	harbur	Organization	Captain - Convert your Git workflow to Docker :whale: containers	Go	776		2015-03-14T08:32:42Z	2025-05-25T00:09:20Z	False	build-tool;ci;cli;docker;git	
cubiq/ComfyUI_Workflows	Comfyui_Workflows	https://github.com/cubiq/ComfyUI_Workflows	Apache-2.0	cubiq	User	A repository of well documented easy to follow workflows for ComfyUI	None	856		2023-08-21T14:06:11Z	2024-01-10T23:28:27Z	False		
jhutchings1/Create-ActionsPRs	Create-Actionsprs	https://github.com/jhutchings1/Create-ActionsPRs	MIT	jhutchings1	User	This repository creates pull requests to push a GitHub Actions workflow to a collection of workflows. 	PowerShell	45		2020-04-11T21:01:24Z	2023-04-18T09:50:07Z	False		
NVIDIA/cuda-quantum	Cuda-Quantum	https://github.com/NVIDIA/cuda-quantum	Apache-2.0	NVIDIA	Organization	C++ and Python support for the CUDA Quantum programming model for heterogeneous quantum-classical workflows	C++	1116	https://nvidia.github.io/cuda-quantum/	2023-03-14T18:36:14Z	2026-08-20T00:56:53Z	False	cpp;hacktoberfest;python;quantum;quantum-algorithms;quantum-computing;quantum-machine-learning;quantum-programming-language;unitaryhack	
cypress-io/cypress-realworld-app	Cypress-Realworld-App	https://github.com/cypress-io/cypress-realworld-app	MIT	cypress-io	Organization	A payment application to demonstrate real-world usage of Cypress testing methods, patterns, and workflows.	TypeScript	5909	https://docs.cypress.io	2020-01-06T18:39:43Z	2026-08-17T07:00:18Z	False	api-testing;code-coverage;component-testing;cypress;end-to-end-testing;testing;testing-practices	
darktable-org/darktable	Darktable	https://github.com/darktable-org/darktable	GPL-3.0	darktable-org	Organization	darktable is an open source photography workflow application and raw developer	C	12964	https://www.darktable.org	2012-03-21T21:53:04Z	2026-08-19T20:59:28Z	False		
GokuMohandas/data-engineering	Data-Engineering	https://github.com/GokuMohandas/data-engineering	None	GokuMohandas	User	Construct a modern data stack and orchestration the workflows to create high quality data for analytics and ML applications.	Jupyter Notebook	251		2022-09-12T06:47:18Z	2022-09-12T12:30:16Z	False	airflow;data-engineering;data-warehouse;dbt;etl;machine-learning;mlops;orchestration	
apache/dolphinscheduler	Dolphinscheduler	https://github.com/apache/dolphinscheduler	Apache-2.0	apache	Organization	Apache DolphinScheduler is the modern data orchestration platform. Agile to create high performance workflow with low-code	Java	14435	https://dolphinscheduler.apache.org/	2019-03-01T16:39:25Z	2026-08-19T08:25:06Z	False	airflow;azkaban;cloud-native;data-pipelines;job-scheduler;orchestration;powerful-data-pipelines;task-scheduler;workflow;workflow-orchestration;workflow-schedule	
rejeep/ert-runner.el	Ert-Runner.El	https://github.com/rejeep/ert-runner.el	None	rejeep	User	Opinionated Ert testing workflow	Emacs Lisp	88		2013-07-11T13:56:23Z	2023-11-10T13:58:51Z	False		
duckdb/extension-ci-tools	Extension-Ci-Tools	https://github.com/duckdb/extension-ci-tools	None	duckdb	Organization	Repository containing reusable workflows / actions for building DuckDB extensions	Python	52		2024-02-26T14:59:26Z	2026-08-10T14:55:30Z	False		
materialsproject/fireworks	Fireworks	https://github.com/materialsproject/fireworks	NOASSERTION	materialsproject	Organization	The Fireworks Workflow Management Repo.	Python	424	https://materialsproject.github.io/fireworks	2013-01-08T19:18:02Z	2026-08-11T17:06:26Z	False		
gatk-workflows/gatk4-somatic-cnvs	Gatk4-Somatic-Cnvs	https://github.com/gatk-workflows/gatk4-somatic-cnvs	BSD-3-Clause	gatk-workflows	Organization	This repo is archived, these workflows will be housed in the GATK repository under the scripts directory. These workflows are also organized in Dockstore in the GATK Best Practices Workflows collection.	wdl	44	https://dockstore.org/organizations/BroadInstitute/collections/GATKWorkflows	2017-09-30T19:15:02Z	2020-03-10T14:26:55Z	True		
fregante/ghat	Ghat	https://github.com/fregante/ghat	MIT	fregante	User	🛕 Reuse GitHub Actions workflows across repositories	TypeScript	262	https://npm.im/ghat	2020-11-07T22:31:46Z	2021-02-02T00:23:03Z	False		
jduckles/git-collaboration	Git-Collaboration	https://github.com/jduckles/git-collaboration	None	jduckles	User	A repository to demonstrate collaboration workflows	None	4		2015-03-25T13:27:07Z	2024-02-27T20:54:01Z	False		
awesome-academy/git-practice	Git-Practice	https://github.com/awesome-academy/git-practice	None	awesome-academy	Organization	Practice about Git workflow	Ruby	0		2018-02-07T12:34:00Z	2023-11-10T08:30:28Z	False		
geelen/git-smart	Git-Smart	https://github.com/geelen/git-smart	MIT	geelen	User	Add some smarts to your git workflow	Ruby	443		2010-12-29T04:57:11Z	2026-02-09T02:37:02Z	False		
matthew-brett/gitwash	Gitwash	https://github.com/matthew-brett/gitwash	NOASSERTION	matthew-brett	User	Workflow using git	Python	48		2010-04-24T17:52:12Z	2026-02-18T19:02:37Z	False		
graphql/graphql-playground	Graphql-Playground	https://github.com/graphql/graphql-playground	MIT	graphql	Organization	🎮  GraphQL IDE for better development workflows (GraphQL Subscriptions, interactive docs & collaboration)	TypeScript	8832		2017-01-25T13:19:29Z	2026-05-04T09:38:44Z	True	graphiql;graphql;graphql-playground;ide;prisma	
jkroepke/helm-secrets	Helm-Secrets	https://github.com/jkroepke/helm-secrets	Apache-2.0	jkroepke	User	A helm plugin that help manage secrets with Git workflow and store them anywhere	Shell	2025	https://github.com/jkroepke/helm-secrets/wiki	2018-11-04T09:21:26Z	2026-08-18T06:52:37Z	False	argocd;decryption;encryption;encryption-tool;gpg;helm;helm-chart;helm-charts;helm-plugin;helm-plugins;k8s;kms;kubernetes;kubernetes-secrets;secret-management;secrets;secrets-management;secrets-stored;sops;vault	
KusionStack/konfig	Konfig	https://github.com/KusionStack/konfig	Apache-2.0	KusionStack	Organization	Shared repository of application models and components, and CI suite for GitOps workflows	Python	27		2022-05-05T07:08:07Z	2025-01-16T08:33:36Z	False		
livebook-dev/livebook	Livebook	https://github.com/livebook-dev/livebook	Apache-2.0	livebook-dev	Organization	Automate code & data workflows with interactive Elixir notebooks	Elixir	5850	https://livebook.dev	2021-01-07T19:57:18Z	2026-08-17T00:04:44Z	False	charts;collaborative;distributed-computing;elixir;liveview;markdown;math;notebooks;phoenix;realtime;visualization	
trypromptly/LLMStack	Llmstack	https://github.com/trypromptly/LLMStack	NOASSERTION	trypromptly	Organization	No-code multi-agent framework to build LLM Agents, workflows and applications with your data	Python	2309	https://llmstack.trypromptly.com	2023-08-06T00:39:25Z	2024-12-11T19:59:51Z	False	agents;ai;ai-agents-framework;generative-ai;llm-agents;llm-chain;llm-framework;llmops;llms;no-code-ai;platform	
aaronkub/machine-learning-examples	Machine-Learning-Examples	https://github.com/aaronkub/machine-learning-examples	None	aaronkub	User	This repository contains various examples of machine learning workflows.	Jupyter Notebook	86		2018-07-25T21:14:11Z	2020-09-30T17:59:10Z	False		
modin-project/modin	Modin	https://github.com/modin-project/modin	Apache-2.0	modin-project	Organization	Modin: Scale your Pandas workflows by changing a single line of code	Python	10391	http://modin.readthedocs.io	2018-06-21T21:35:05Z	2026-02-10T20:52:42Z	False	analytics;data-science;dataframe;datascience;distributed;modin;pandas;python;sql	
SvanBoxel/organization-workflows	Organization-Workflows	https://github.com/SvanBoxel/organization-workflows	ISC	SvanBoxel	User	Need to centrally manage and run Actions workflows across multiple repositories? This app does it for you. 	TypeScript	136		2020-12-18T15:17:00Z	2024-04-30T19:21:35Z	False		
n8n-io/n8n	n8n	https://github.com/n8n-io/n8n	NOASSERTION	n8n-io	Organization	Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.	TypeScript	201219	https://n8n.io	2019-06-22T09:24:21Z	2026-08-20T00:28:40Z	False	ai;apis;automation;cli;data-flow;development;integration-framework;integrations;ipaas;low-code;low-code-platform;mcp;mcp-client;mcp-server;n8n;no-code;self-hosted;typescript;workflow;workflow-automation	
monitorjbl/pr-harmony	Pr-Harmony	https://github.com/monitorjbl/pr-harmony	GPL-3.0	monitorjbl	User	Extra pull request workflows for Stash	Java	30		2015-05-09T14:59:03Z	2018-03-08T01:00:45Z	False		
adrienthebo/puppet-git-hooks	Puppet-Git-Hooks	https://github.com/adrienthebo/puppet-git-hooks	None	adrienthebo	User	Various and sundry git hooks for puppet workflows	Ruby	45		2011-11-07T19:45:53Z	2013-09-18T22:41:07Z	True		
devanshbatham/rayder	Rayder	https://github.com/devanshbatham/rayder	MIT	devanshbatham	User	A lightweight tool for orchestrating and organizing your bug hunting recon / pentesting command-line workflows	Go	308		2023-08-21T13:33:52Z	2023-09-08T08:01:36Z	False		
reaviz/reaflow	Reaflow	https://github.com/reaviz/reaflow	Apache-2.0	reaviz	Organization	🎯 React library for building workflow editors, flow charts and diagrams. Maintained by @goodcodeus.	TypeScript	2493	https://reaflow.dev	2020-10-28T13:25:07Z	2025-06-04T09:08:50Z	False	diagrams;elkjs;flowchart;hacktoberfest;node-editor;react;reactjs;visualizations;workflow	
BetaHuhn/repo-file-sync-action	Repo-File-Sync-Action	https://github.com/BetaHuhn/repo-file-sync-action	MIT	BetaHuhn	User	🔄 GitHub Action to keep files like Action workflows or entire directories in sync between multiple repositories.	JavaScript	363	https://github.com/marketplace/actions/repo-file-sync-action	2021-01-07T19:24:14Z	2024-08-05T11:34:20Z	False	file-sync;github-action-workflow-sync;github-actions;github-workflow;sync;sync-action;workflow-files;workflow-sync	
slashbase/slashbase-go	Slashbase-Go	https://github.com/slashbase/slashbase-go	Apache-2.0	slashbase	Organization	Modern database IDE for your dev & data workflows. Supports MySQL, PostgreSQL & MongoDB. 	TypeScript	1313	https://slashbase.com	2022-10-12T13:55:09Z	2024-04-28T14:54:32Z	True	database;database-client;database-management;databases;go;golang;ide;mongo;mongo-db;mongodb;mongosh;mysql;mysql-client;mysql-workbench;pgadmin;phpmyadmin;postgres;postgresql;sql;sql-editor	
common-workflow-language/user_guide	User_Guide	https://github.com/common-workflow-language/user_guide	NOASSERTION	common-workflow-language	Organization	The CWL v1.0 - v1.2 user guide	Common Workflow Language	42	http://www.commonwl.org/user_guide/	2017-04-27T17:04:59Z	2026-08-03T21:24:01Z	False	common-workflow-language;cwl;workflow;workflows	
AndersonBY/vector-vein	Vector-Vein	https://github.com/AndersonBY/vector-vein	NOASSERTION	AndersonBY	User	No-code AI workflow. Drag and drop workflow nodes and use your workflow with your AI agents.	Vue	939	https://vectorvein.ai	2023-05-19T11:38:08Z	2026-08-19T19:06:54Z	False	ai;openai;python;workflow	
ahmadawais/VSCode-Tips-Tricks	Vscode-Tips-Tricks	https://github.com/ahmadawais/VSCode-Tips-Tricks	None	ahmadawais	User	VSCode-Tips-Tricks Examples and Workflows to help you become a Visual Studio Code Power User →	JavaScript	194	https://VSCode.pro	2018-08-15T07:41:20Z	2022-10-16T18:55:40Z	False		
sdras/vue-vscode-snippets	Vue-Vscode-Snippets	https://github.com/sdras/vue-vscode-snippets	MIT	sdras	User	These snippets were built to supercharge my workflow in the most seamless manner possible.	JavaScript	1336	https://marketplace.visualstudio.com/items?itemName=sdras.vue-vscode-snippets	2017-08-20T17:09:47Z	2024-11-19T23:28:37Z	False	snippets;vscode;vscode-extension;vscode-snippets;vscode-vue;vue-snippets;vue2;vuejs;vuejs-snippets;vuejs2	
wavetermdev/waveterm	Waveterm	https://github.com/wavetermdev/waveterm	Apache-2.0	wavetermdev	Organization	An open-source, AI-integrated, cross-platform terminal for seamless workflows	Go	22069	https://www.waveterm.dev	2022-06-08T00:26:00Z	2026-08-11T18:53:52Z	False	command-line;developer-tools;linux;macos;productivity;terminal;terminal-emulators;windows	
windmill-labs/windmill	Windmill	https://github.com/windmill-labs/windmill	NOASSERTION	windmill-labs	Organization	Open-source developer platform to power your entire infra and turn scripts into webhooks, workflows and UIs. Fastest workflow engine (13x vs Airflow). Open-source alternative to Retool and Temporal.	Rust	17584	https://windmill.dev	2022-05-05T02:21:17Z	2026-08-20T00:40:19Z	False	low-code;open-source;platform;postgresql;python;self-hostable;typescript	
inveniosoftware-contrib/workflow	Workflow	https://github.com/inveniosoftware-contrib/workflow	NOASSERTION	inveniosoftware-contrib	Organization	Simple Pythonic Workflows	Python	154	https://workflow.readthedocs.io	2011-07-08T16:28:36Z	2020-02-29T20:05:00Z	False		
warpdotdev/workflows	Workflows	https://github.com/warpdotdev/workflows	Apache-2.0	warpdotdev	Organization	Workflows make it easy to browse, search, execute and share commands (or a series of commands)--without needing to leave your terminal.	Rust	839	https://commands.dev	2022-02-23T15:33:16Z	2026-08-10T16:44:41Z	False	bash;fish;zsh	
42coders/workflows	Workflows	https://github.com/42coders/workflows	MIT	42coders	Organization	The Workflow Package add Drag & Drop Workflows to your Laravel Application.	JavaScript	267	https://workflows.42coders.com	2020-09-15T13:36:45Z	2025-03-09T04:01:31Z	False	automatisation;hacktoberfest;laravel;php;workflows	
AnswerDotAI/workflows	Workflows	https://github.com/AnswerDotAI/workflows	None	AnswerDotAI	Organization	Composite Actions workflows for use in fastai projects	Python	44		2020-08-25T17:53:25Z	2026-08-10T03:47:05Z	False		
GoogleCloudPlatform/workflows-samples	Workflows-Samples	https://github.com/GoogleCloudPlatform/workflows-samples	Apache-2.0	GoogleCloudPlatform	Organization	This repository contains samples for Cloud Workflows.	Shell	88	https://cloud.google.com/workflows	2020-11-11T02:28:01Z	2026-05-05T13:14:52Z	False	cloud-workflows;samples;yaml	
JetBrains/youtrack-workflows	Youtrack-Workflows	https://github.com/JetBrains/youtrack-workflows	Apache-2.0	JetBrains	Organization	YouTrack Custom Workflow Repository	JavaScript	229	http://www.jetbrains.com/youtrack/	2012-08-09T14:15:59Z	2026-03-02T08:20:56Z	False		
openmainframeproject/zorow	Zorow	https://github.com/openmainframeproject/zorow	Apache-2.0	openmainframeproject	Organization	z/OS Open Repository of Workflows (zorow), is an open source community dedicated to contributing and collaborating on z/OSMF workflows. Hosted by Open Mainframe Project	REXX	43	https://www.openmainframeproject.org/projects/zorow	2019-04-29T13:02:19Z	2024-06-03T16:08:06Z	False	osmf-workflow	
jim-schwoebel/awesome_ai_agents	open an issue	https://github.com/jim-schwoebel/awesome_ai_agents/issues/new	Apache-2.0	jim-schwoebel	User	🤖 A comprehensive list of 1,500+ resources and tools related to AI agents.	None	1946	https://agents.blog	2025-01-03T22:37:37Z	2026-03-28T08:28:51Z	False	agent-based-modeling;agentic;agentic-ai;agentic-workflow;agents;ai;ai-agent;ai-agent-framework;ai-agent-tools;ai-agents-cli;ai-agents-framework;aiagent;aiagents;aiworkflow;awesome-list;awesome-lists;learning;multi-agent;multi-agent-system;multi-agent-systems	
features/copilot	GitHub Copilot	https://github.com/features/copilot												gh: Not Found (HTTP 404)
RooVetGit/Roo-Code	RooCode	https://github.com/RooVetGit/Roo-Code	Apache-2.0	RooCodeInc	Organization	Roo Code gives you a whole dev team of AI agents in your code editor.	TypeScript	24331	https://roocode.com	2024-10-31T17:56:50Z	2026-05-15T18:08:47Z	True		
caliber-ai-org/ai-setup	Caliber	https://github.com/caliber-ai-org/ai-setup	MIT	caliber-ai-org	Organization	Continuously sync your AI setups with one command. Codebase tailor suited agent skills, MCPs and config files for Claude Code, Cursor, and Codex.	TypeScript	1247	https://trycaliber.ai	2026-03-10T19:39:38Z	2026-07-26T12:08:51Z	False	agent-config;ai-agents;anthropic;claude-code;claude-md;cli;codex;cursor;cursorrules;developer-tools;llm;mcp;openai;openai-codex;skills	
Codium-ai/pr-agent	PR-Agent	https://github.com/Codium-ai/pr-agent	MIT	The-PR-Agent	Organization	🚀 PR Agent: The Original Open-Source PR Reviewer. This project is not the Qodo free tier.	Python	12623	https://www.pr-agent.ai	2023-07-05T21:02:15Z	2026-08-19T13:37:22Z	False	code-review;codereview;coding-assistant;devtools;gpt-4;openai;pull-request;pull-requests	
ShunsukeHayashi/Miyabi	Miyabi	https://github.com/ShunsukeHayashi/Miyabi												gh: Not Found (HTTP 404)
aymenfurter/microagent	MicroAgent	https://github.com/aymenfurter/microagent	MIT	aymenfurter	User	Agents Capable of Self-Editing Their Prompts / Python Code	Python	826		2023-12-11T08:17:09Z	2024-03-15T10:33:38Z	False	gpt-4-turbo;llm;openai	
onllm-dev/onUI	onUI	https://github.com/onllm-dev/onUI	GPL-3.0	onllm-dev	Organization	Annotate/Draw any web UI for AI agents and export structured context, no app code changes required.	TypeScript	94	https://onui.onllm.dev	2026-02-12T02:10:39Z	2026-04-28T14:55:44Z	False		
vocodedev/vocode-python	Vocode	https://github.com/vocodedev/vocode-python	MIT	vocodedev	Organization	🤖 Build voice-based LLM agents. Modular + open source.	Python	3784	https://vocode.dev	2023-02-24T18:44:46Z	2024-11-15T22:16:58Z	False		
Narcooo/inkos	InkOS	https://github.com/Narcooo/inkos	AGPL-3.0	Narcooo	User	Story Creation AI Agent for novel, scripts, translation, interactive games, and IP content	TypeScript	9137		2026-03-12T02:12:54Z	2026-08-17T10:06:14Z	False	ai;ai-agent;ai-game;ai-writing;chinese-novel;creative-writing-ai;generative-ai;novel-ai;novel-generation;short-drama;storyboard	
srf6413/cstack	cstack	https://github.com/srf6413/cstack	None	srf6413	User	No Claw Needed	None	9		2026-03-28T22:58:16Z	2026-04-04T20:39:40Z	False		
microsoft/TaskWeaver	TaskWeaver	https://github.com/microsoft/TaskWeaver	MIT	microsoft	Organization	The first "code-first" agent framework for seamlessly planning and executing data analytics tasks. 	Python	6174	https://microsoft.github.io/TaskWeaver/	2023-09-11T03:17:38Z	2026-03-23T06:17:21Z	True	agent;ai-agents;code-interpreter;copilot;data-analysis;llm;openai	
chroma-core/chroma	Chroma	https://github.com/chroma-core/chroma	Apache-2.0	chroma-core	Organization	Search infrastructure for AI	Rust	29091	https://www.trychroma.com/	2022-10-05T17:58:44Z	2026-08-19T18:24:01Z	False	agents;ai;ai-agents;database;rust;rust-lang	
joinwell52-AI/joinwell52	Cursor AI Automated Team	https://github.com/joinwell52-AI/joinwell52	NOASSERTION	joinwell52-AI	User	Independent, engineering-driven research on AI work, governance, Digital Employees, TMPA, FCoP, and CodeFlowMu. GitHub is the single source of truth for research notes, publications, and the public site.	JavaScript	4	https://joinwell52-ai.github.io/joinwell52/	2026-03-29T15:37:28Z	2026-08-20T01:03:59Z	False	ai-agent;ai-collaboration;ai-development;ai-team;automation;cursor;cursor-ide;developer-tools;multi-agent;productivity	
juyterman1000/entroly	Entroly	https://github.com/juyterman1000/entroly	Apache-2.0	juyterman1000	User	AI context optimization platform for files, conversations, RAG, code, logs and AI agents with context compression, evidence preservation, content-addressed recovery and auditable Context Receipts.	Python	437	https://juyterman1000.github.io/entroly/docs/index.html	2026-03-07T23:03:02Z	2026-08-19T05:06:05Z	False	agent;ai-agents;ai-coding-agents;claude-code;codex;context-compression;context-engineering;context-optimization;context-window;developer-tools-ai-agent;github-copilot;graph;hallucination-detection;harness-engineering;llm;loop-engineering;mcp;openclaw;token-optimization;tokenomics	
princeton-nlp/SWE-bench	SWE-bench	https://github.com/princeton-nlp/SWE-bench	MIT	SWE-bench	Organization	SWE-bench: Can Language Models Resolve Real-world Github Issues?	Python	5669	https://www.swebench.com	2023-10-04T01:22:46Z	2026-08-18T23:53:40Z	False	benchmark;language-model;software-engineering	
QwenLM/Qwen3	Qwen3.6-Plus	https://github.com/QwenLM/Qwen3	None	QwenLM	Organization	Qwen3 is the large language model series developed by Qwen team, Alibaba Cloud.	Python	27537		2024-02-05T05:45:08Z	2026-01-09T03:05:47Z	False		
google-deepmind/gemma	Gemma 4	https://github.com/google-deepmind/gemma	Apache-2.0	google-deepmind	Organization	Gemma open-weight LLM library, from Google DeepMind	Python	5672	https://gemma-llm.readthedocs.io	2024-02-20T18:39:01Z	2026-08-10T23:23:27Z	False		
THUDM/GLM-4	GLM-4	https://github.com/THUDM/GLM-4	Apache-2.0	zai-org	Organization	GLM-4 series: Open Multilingual Multimodal Chat LMs | 开源多语言多模态对话模型	Python	7075		2024-05-15T05:17:08Z	2026-08-05T07:08:46Z	False	chatglm;chatglm-6b;glm;glm-4;glm4	
aliasrobotics/CAI	CAI	https://github.com/aliasrobotics/CAI	NOASSERTION	aliasrobotics	Organization	Cybersecurity AI (CAI), the framework for AI Security	Python	9770	https://cybersecurityrobotics.com/research/cai-bug-bounty-cybersecurity-ai/	2025-03-31T08:56:05Z	2026-07-14T12:55:53Z	False	artificial-intelligence;cybersecurity;framework;generative-ai;llm;pentesting	
xvary-research/claude-code-stock-analysis-skill	XVARY Stock Research	https://github.com/xvary-research/claude-code-stock-analysis-skill	MIT	xvary-research	Organization	Claude Code stock analysis skill: SEC EDGAR + market data, /analyze /score /compare — free, local Python tools. By XVARY Research.	Python	14	https://xvary.com	2026-03-22T23:46:02Z	2026-03-23T18:00:31Z	False	ai-skills;anthropic;claude-code;claude-plugin;edgar;equity-research;investing;python;sec-edgar;stock-analysis;xvary	
agentcoder/AgentCoder	AgentCoder	https://github.com/agentcoder/AgentCoder												gh: Not Found (HTTP 404)
promptfoo/promptfoo	Promptfoo	https://github.com/promptfoo/promptfoo	MIT	promptfoo	Organization	Test your prompts, agents, and RAGs. Red teaming/pentesting/vulnerability scanning for AI. Compare performance of GPT, Claude, Gemini, DeepSeek, and more. Simple declarative configs with command line and CI/CD integration.  Used by OpenAI and Anthropic.	TypeScript	24384	https://promptfoo.dev	2023-04-28T15:48:49Z	2026-08-20T00:41:33Z	False	ci;ci-cd;cicd;evaluation;evaluation-framework;llm;llm-eval;llm-evaluation;llm-evaluation-framework;llmops;pentesting;prompt-engineering;prompt-testing;prompts;rag;red-teaming;testing;vulnerability-scanners	
openai/human-eval	HumanEval	https://github.com/openai/human-eval	MIT	openai	Organization	Code for the paper "Evaluating Large Language Models Trained on Code"	Python	3346		2021-07-06T21:23:45Z	2025-01-17T18:22:17Z	False		
google-research/google-research	MBPP	https://github.com/google-research/google-research/tree/master/mbpp	Apache-2.0	google-research	Organization	Google Research	Jupyter Notebook	38581	https://research.google	2018-10-04T18:42:48Z	2026-08-19T20:48:11Z	False	ai;machine-learning;research	
google-deepmind/code_contests	CodeContests	https://github.com/google-deepmind/code_contests	Apache-2.0	google-deepmind	Organization		C++	2201		2022-01-31T09:48:14Z	2023-10-03T13:17:45Z	True		
brandonhimpfen/awesome-prompt-engineering	Awesome Prompt Engineering	https://github.com/brandonhimpfen/awesome-prompt-engineering	None	brandonhimpfen	User	A curated list of resources, tools, papers, and platforms for prompt engineering in large language models (LLMs) and generative AI.	Python	246	https://lnktr.net/awesome	2025-06-28T19:55:20Z	2026-06-12T17:14:38Z	False	ai;awesome;awesome-list;awesome-lists;prompt-engineering	
yourusername/awesome-coding-agent-systems	GitHub Issues	https://github.com/yourusername/awesome-coding-agent-systems/issues												gh: Not Found (HTTP 404)
anthropics/claude-plugins-official	Anthropic Claude Plugins Official	https://github.com/anthropics/claude-plugins-official	Apache-2.0	anthropics	Organization	Official, Anthropic-managed directory of high quality Claude Code Plugins.	Python	33710	https://code.claude.com/docs/en/plugins	2025-11-20T18:36:20Z	2026-08-19T18:49:01Z	False	claude-code;mcp;skills	
anthropics/skills	Anthropic Skills	https://github.com/anthropics/skills	None	anthropics	Organization	Public repository for Agent Skills	Python	170485		2025-09-22T15:53:31Z	2026-08-18T16:02:06Z	False	agent-skills	
affaan-m/ECC	Everything Claude Code	https://github.com/affaan-m/ECC	MIT	affaan-m	User	The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.	JavaScript	241194	https://ecc.tools	2026-01-18T00:51:51Z	2026-08-19T23:31:56Z	False	ai-agents;anthropic;claude;claude-code;developer-tools;llm;mcp;productivity	
gsd-build/get-shit-done	get-shit-done	https://github.com/gsd-build/get-shit-done	MIT	gsd-build	Organization	A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code by TÂCHES.	JavaScript	64671		2025-12-14T14:17:12Z	2026-05-31T17:46:54Z	True	claude-code;context-engineering;meta-prompting;spec-driven-development	
safishamsi/graphify	graphify	https://github.com/safishamsi/graphify	Apache-2.0	Graphify-Labs	Organization	Turn any codebase, with its docs, SQL schemas, configs, and PDFs, into a queryable knowledge graph. A /graphify skill for Claude Code, Cursor, Codex, and Gemini CLI: local deterministic AST parsing, every edge explained, no vector store.	Python	108361	https://www.graphify.com	2026-04-03T15:49:07Z	2026-08-19T13:37:02Z	False	ai-agents;antigravity;ast;claude-code;code-analysis;code-search;codex;cursor;developer-tools;gemini;graphrag;knowledge-graph;leiden;llm;mcp;openclaw;rag;skills;tree-sitter	
garrytan/gstack	gstack	https://github.com/garrytan/gstack	MIT	garrytan	User	Use Garry Tan's exact Claude Code setup: 23 opinionated tools that serve as CEO, Designer, Eng Manager, Release Manager, Doc Engineer, and QA	TypeScript	128754		2026-03-11T21:22:45Z	2026-08-19T23:53:19Z	False		
multica-ai/andrej-karpathy-skills	Karpathy-Inspired Claude Code Skills	https://github.com/multica-ai/andrej-karpathy-skills	None	multica-ai	Organization	A single CLAUDE.md file to improve Claude Code behavior, derived from Andrej Karpathy's observations on LLM coding pitfalls.	None	203965		2026-01-27T03:53:13Z	2026-04-20T10:05:04Z	False		
mattpocock/skills	Matt Pocock's Skills	https://github.com/mattpocock/skills	MIT	mattpocock	User	Skills for Real Engineers. Straight from my .agents directory.	Shell	223822	https://aihero.dev/skills	2026-02-03T11:15:53Z	2026-08-19T13:09:36Z	False		
obra/superpowers	superpowers	https://github.com/obra/superpowers	MIT	obra	User	An agentic skills framework & software development methodology that works.	Shell	274276		2025-10-09T19:45:18Z	2026-08-19T17:33:23Z	False	ai;brainstorming;coding;obra;sdlc;skills;subagent-driven-development;superpowers	
